HouseType,HouseType_ID,BuilderName,Builder_ID,BrokerName,Broker_ID,SellerName,Seller_ID,CustomerName,Customer_ID,Customer_Address,Customer_CellNumber,PaymentMethod,PaymentMethod_ID,MortgageProvider,MortgageProvider_ID,SalePrice,SaleDate
Studio,10,Builder_18,18,Broker_11,11,Seller_966,966,Susan Ortiz,191,"613 Castro Stravenue Apt. 607
Kiaraberg, MI 34098",001-810-723-8108x696,Cash,3,Capital One,9,430248.15,2022-10-04
Single Family Home,3,Builder_19,19,Broker_30,30,Seller_280,280,Phillip Wolfe,105,"880 Brown Vista Suite 361
Jocelynstad, MO 14554",247.936.2637,Credit Card,1,SunTrust Bank,8,733128.04,2023-07-25
Mansion,8,Builder_18,18,Broker_15,15,Seller_546,546,Sherri Barron,156,"86814 Nancy Landing
Charleneburgh, NM 97776",+1-218-333-2279,Debit Card,2,SunTrust Bank,8,487959.52,2022-03-10
Townhouse,2,Builder_14,14,Broker_9,9,Seller_186,186,Wendy Bernard,7,"89288 Rhonda Ford Apt. 426
South Andrewborough, WI 09111",001-818-367-5440x9700,Cryptocurrency,6,Chase Bank,2,591489.23,2022-11-01
Villa,4,Builder_8,8,Broker_10,10,Seller_913,913,Michael Baker,59,"59664 Brian Roads
South Timothyshire, UT 51008",292.315.5023x1943,Gift Card,10,US Bank,4,366015.24,2024-07-16
Mansion,8,Builder_20,20,Broker_7,7,Seller_509,509,Brandon Wheeler,187,"3423 Brett Rue
Brandonland, OR 32622",(282)695-0764,Gift Card,10,SunTrust Bank,8,886831.68,2023-04-12
Apartment,1,Builder_17,17,Broker_20,20,Seller_39,39,Emily Moore,171,"19485 Laura Park Apt. 016
Cynthiatown, AR 84289",+1-561-725-6565x875,Apple Pay,9,Chase Bank,2,509424.81,2021-01-19
Penthouse,6,Builder_13,13,Broker_27,27,Seller_349,349,Michael Robinson,200,"8049 Diana Shore Suite 494
New Dylan, TX 40174",909-563-8304,Credit Card,1,PNC Bank,6,674995.23,2022-09-03
Studio,10,Builder_2,2,Broker_18,18,Seller_795,795,Bryan Porter,116,"9206 James Views
New Joel, HI 36924",(904)919-2436x344,Cash,3,TD Bank,7,540675.41,2022-10-03
Duplex,5,Builder_5,5,Broker_1,1,Seller_250,250,Mark Abbott,91,"173 Estrada Crossing
Stevenshaven, GU 85083",951-718-7366x4017,Cash,3,US Bank,4,771027.22,2021-06-12
Bungalow,9,Builder_5,5,Broker_23,23,Seller_80,80,Jacob Wright,13,"6708 Brown Crossing
Lake Patrick, AS 56498",949.417.2454x626,Cash,3,TD Bank,7,640069.6,2021-03-07
Townhouse,2,Builder_1,1,Broker_25,25,Seller_186,186,Melissa Kim,80,"510 Aaron Vista Apt. 966
East Traceyburgh, NC 76090",001-970-644-3238x1153,PayPal,7,Chase Bank,2,426174.06,2020-03-29
Duplex,5,Builder_13,13,Broker_1,1,Seller_117,117,Michael Baker,59,"8465 Kelly Mountains
Lake Rebeccastad, TX 25774",001-691-958-3646x320,Cash,3,SunTrust Bank,8,968186.66,2022-03-17
Studio,10,Builder_7,7,Broker_11,11,Seller_214,214,Daniel Duffy,115,"81083 Carson Spur Apt. 197
Kariville, UT 93697",(377)495-3431,Bank Transfer,4,SunTrust Bank,8,679568.23,2020-10-21
Single Family Home,3,Builder_16,16,Broker_19,19,Seller_450,450,Andrea Peterson,119,"11211 Tyler Tunnel Suite 230
North Brittany, CT 71642",669-368-8886x465,Debit Card,2,Wells Fargo,3,721051.95,2022-11-08
Penthouse,6,Builder_14,14,Broker_20,20,Seller_867,867,Steven Pitts,189,"8507 Hobbs Ranch
South Scottberg, SD 95062",234-641-6063x51754,Cryptocurrency,6,US Bank,4,486524.52,2021-03-28
Villa,4,Builder_20,20,Broker_5,5,Seller_458,458,Katherine Arnold,124,"8173 Debbie Turnpike Suite 617
Kennethton, IL 30863",+1-325-767-8675x24228,Google Pay,8,Chase Bank,2,459492.11,2022-08-13
Single Family Home,3,Builder_13,13,Broker_20,20,Seller_399,399,Denise Watkins,100,"PSC 2653, Box 4223
APO AA 34602",001-219-774-1772x9019,Cash,3,Citibank,5,995928.76,2022-04-03
Penthouse,6,Builder_18,18,Broker_17,17,Seller_759,759,Samuel James,141,"485 Wood Vista
Schmidthaven, MP 39415",(346)341-0210x13281,Cryptocurrency,6,PNC Bank,6,986411.18,2021-07-19
Cottage,7,Builder_17,17,Broker_29,29,Seller_806,806,Emily Phillips,159,"9094 Brandon Passage Suite 827
Lake Tiffany, NE 44762",2496030714,Gift Card,10,US Bank,4,437428.18,2023-04-07
Mansion,8,Builder_17,17,Broker_8,8,Seller_779,779,Susan Ortiz,191,"5712 Bell View Apt. 087
West Patrick, NY 54731",944-536-2758,Apple Pay,9,Wells Fargo,3,183870.15,2020-05-12
Penthouse,6,Builder_20,20,Broker_14,14,Seller_618,618,Jonathan Moore,44,"893 Price Loop
Williamsfort, AZ 29273",+1-527-378-3065x027,Credit Card,1,Wells Fargo,3,767820.56,2020-12-21
Townhouse,2,Builder_15,15,Broker_29,29,Seller_29,29,Emily Moore,171,"9112 Rodney Bridge Apt. 678
South Benjamin, PA 04679",730-463-9848,Credit Card,1,PNC Bank,6,312186.99,2022-12-07
Townhouse,2,Builder_18,18,Broker_13,13,Seller_761,761,Louis Jones,151,"9496 Robert Fords Suite 844
South David, AR 60511",6137414255,Gift Card,10,TD Bank,7,236871.99,2022-10-04
Duplex,5,Builder_9,9,Broker_13,13,Seller_298,298,Patricia Scott,185,"7160 Michael Fords
Lake Stephanieside, ND 26829",001-562-944-0854x8061,PayPal,7,Capital One,9,556340.11,2020-10-22
Penthouse,6,Builder_2,2,Broker_22,22,Seller_110,110,Gary Hutchinson,198,"33654 Sonya Stravenue Suite 427
Gailbury, MA 85332",(926)369-2750,Credit Card,1,SunTrust Bank,8,381917.83,2023-07-27
Duplex,5,Builder_9,9,Broker_13,13,Seller_480,480,Matthew Washington DDS,183,"51750 Maynard Rest
Payneberg, PR 75714",(739)633-8856x63936,Cryptocurrency,6,Ally Bank,10,701620.73,2022-09-26
Apartment,1,Builder_17,17,Broker_9,9,Seller_506,506,Ryan Miller,50,"7559 Justin Prairie
West Gordonfurt, VA 93996",493-946-6741x35829,Apple Pay,9,Bank of America,1,681179.13,2022-05-05
Duplex,5,Builder_7,7,Broker_29,29,Seller_923,923,Jose Kemp,27,"862 Valenzuela Manors
Michaelchester, TN 13082",696-250-6332,Google Pay,8,Ally Bank,10,529074.43,2024-04-10
Bungalow,9,Builder_8,8,Broker_19,19,Seller_688,688,Kaitlin Navarro,110,"07776 Angelica Union
Port Bonnie, HI 97289",001-321-856-3724x1799,PayPal,7,Bank of America,1,554047.92,2021-08-13
Duplex,5,Builder_13,13,Broker_26,26,Seller_416,416,Joseph Parker,18,"749 Lisa Pine Apt. 134
East Tammy, AL 02231",3262864287,Cheque,5,SunTrust Bank,8,775065.8,2021-09-17
Cottage,7,Builder_19,19,Broker_14,14,Seller_929,929,James Dodson,163,"810 Lisa Bypass
Gardnershire, WV 14691",564.489.9621x98347,PayPal,7,Chase Bank,2,856967.3,2020-01-10
Bungalow,9,Builder_6,6,Broker_14,14,Seller_418,418,Andrew Jones,158,"131 Paul Lodge
West Amber, PR 43809",(484)281-9058x340,Cheque,5,Bank of America,1,392555.2,2024-03-03
Penthouse,6,Builder_12,12,Broker_24,24,Seller_679,679,Richard Chapman,61,"5610 Nguyen Prairie
Janetport, NC 76838",(994)304-0949,Bank Transfer,4,Citibank,5,377797.23,2020-07-06
Single Family Home,3,Builder_11,11,Broker_2,2,Seller_251,251,Nicole Clark,197,"8665 Williams Forest Apt. 978
North Terri, MO 45092",+1-843-322-9245x2909,Apple Pay,9,Chase Bank,2,605569.2,2020-10-06
Cottage,7,Builder_8,8,Broker_28,28,Seller_888,888,Joseph Parker,18,"5073 Harrington Drives
Riverachester, RI 68741",343-854-7323x4681,Cash,3,US Bank,4,310374.03,2020-09-12
Penthouse,6,Builder_5,5,Broker_17,17,Seller_707,707,Tiffany Butler,107,"USCGC Chapman
FPO AA 51764",+1-922-572-3475x8834,PayPal,7,Wells Fargo,3,589570.9,2023-05-11
Studio,10,Builder_19,19,Broker_3,3,Seller_215,215,Jacob Lee,83,"573 Haley Key
West Alexander, NH 53074",862.591.1236,PayPal,7,Bank of America,1,449791.84,2024-07-11
Townhouse,2,Builder_8,8,Broker_19,19,Seller_304,304,Andrea Lopez DDS,193,"40461 Colleen Crest Apt. 406
Fostershire, MO 92432",932.367.4092x9057,Cash,3,Citibank,5,588602.9,2024-01-19
Cottage,7,Builder_12,12,Broker_30,30,Seller_344,344,Cody Herrera,99,"0102 Valerie Fork
Lake Jennifer, DC 19754",001-732-836-5567x40204,Apple Pay,9,Ally Bank,10,453296.58,2023-05-01
Penthouse,6,Builder_13,13,Broker_9,9,Seller_385,385,Curtis Brown,94,"7334 Karen Unions
Stephenshaven, MD 52048",(951)697-6388x6242,Cryptocurrency,6,Wells Fargo,3,963987.16,2024-06-18
Penthouse,6,Builder_12,12,Broker_8,8,Seller_197,197,Charles Hardy,20,"8703 Stephen Brook
North Mike, VA 38040",(905)498-2831x4728,Gift Card,10,PNC Bank,6,637304.39,2024-07-02
Cottage,7,Builder_12,12,Broker_10,10,Seller_64,64,Sara Navarro,98,"01815 Vargas Radial Apt. 003
South Barbara, MD 43467",+1-617-490-2341x0994,Cash,3,SunTrust Bank,8,381200.5,2020-09-02
Townhouse,2,Builder_9,9,Broker_12,12,Seller_908,908,Jessica Stephenson,24,"3783 Andrew Square
Townsendburgh, CT 97087",242.375.5009,Bank Transfer,4,Citibank,5,501581.1,2020-10-18
Duplex,5,Builder_16,16,Broker_20,20,Seller_209,209,Robert Brown,76,"74768 Teresa Centers
South Melissaberg, MT 75600",(780)652-4834x117,Bank Transfer,4,US Bank,4,405648.64,2023-04-17
Penthouse,6,Builder_6,6,Broker_15,15,Seller_504,504,Alexander Cooper,175,"0338 Cobb Land
Bryantshire, ME 22798",920.394.5989,Bank Transfer,4,Wells Fargo,3,941879.52,2021-07-24
Mansion,8,Builder_6,6,Broker_5,5,Seller_528,528,Marcus Weaver,145,"08356 Jimenez Square
Dawsonland, PW 59903",(673)889-0945x12165,PayPal,7,Citibank,5,740751.88,2020-11-22
Penthouse,6,Builder_3,3,Broker_5,5,Seller_550,550,Michael Baker,59,"PSC 1886, Box 4884
APO AP 39491",6808247331,Cash,3,US Bank,4,403538.82,2024-04-19
Townhouse,2,Builder_15,15,Broker_29,29,Seller_904,904,Tamara Morgan,114,"87044 Alexis Ford
Blairton, MI 85238",+1-312-735-4729x8183,Cash,3,TD Bank,7,830934.82,2023-03-22
Bungalow,9,Builder_3,3,Broker_25,25,Seller_616,616,Steven Pitts,189,"8076 Paul Brooks Apt. 808
Romeroville, AK 71435",+1-525-521-3295x80279,Bank Transfer,4,SunTrust Bank,8,337122.72,2022-02-04
Apartment,1,Builder_11,11,Broker_4,4,Seller_700,700,Mark Abbott,91,"52278 Hughes Fork
Lake Loganville, ME 48760",846-442-1042x208,Cash,3,Capital One,9,294703.17,2022-09-05
Studio,10,Builder_15,15,Broker_10,10,Seller_403,403,Christopher Merritt,104,"532 Cole Stravenue Suite 184
Lake Staceyburgh, NJ 48461",+1-438-327-5883x5373,PayPal,7,SunTrust Bank,8,458184.97,2024-03-06
Bungalow,9,Builder_7,7,Broker_7,7,Seller_834,834,Jaclyn Welch,152,"742 Laura Isle
Chloemouth, WY 71875",+1-874-226-9033,Google Pay,8,Citibank,5,167225.6,2020-11-08
Penthouse,6,Builder_6,6,Broker_30,30,Seller_532,532,Michael Lindsey,192,"657 Oconnell Stravenue
Montoyachester, OK 83852",696.394.4444,PayPal,7,Chase Bank,2,676555.08,2024-08-11
Single Family Home,3,Builder_10,10,Broker_12,12,Seller_666,666,Madison Pena,162,"0822 Charles Village
New Robertbury, PR 59159",+1-827-815-3721x735,Google Pay,8,Wells Fargo,3,750276.08,2020-08-27
Villa,4,Builder_9,9,Broker_11,11,Seller_816,816,Christopher Merritt,104,"02173 Davis Plaza Apt. 414
Williamsland, WV 94979",868-275-1969x1992,Credit Card,1,US Bank,4,939834.22,2023-10-15
Studio,10,Builder_2,2,Broker_3,3,Seller_485,485,Michelle Baker,2,"8662 Hoover Ford
Lake Williammouth, IL 56593",+1-496-486-0750x1899,Credit Card,1,Wells Fargo,3,777364.51,2021-09-05
Townhouse,2,Builder_6,6,Broker_24,24,Seller_582,582,Amanda Carpenter,130,"7583 Green Tunnel Suite 257
South Kaitlyn, MD 62971",001-889-730-5066,PayPal,7,Bank of America,1,384568.75,2023-06-22
Studio,10,Builder_11,11,Broker_9,9,Seller_922,922,Dana Carr,127,"224 Catherine Ports Suite 906
Lake Andrewfurt, NJ 50576",001-970-960-9825x850,Gift Card,10,Wells Fargo,3,464156.67,2023-10-18
Penthouse,6,Builder_9,9,Broker_16,16,Seller_778,778,Andrew Jones,158,"4352 Kristie Mews
New Jeffrey, MH 89670",441-651-2822,Google Pay,8,Capital One,9,582716.66,2021-06-22
Duplex,5,Builder_17,17,Broker_7,7,Seller_171,171,Amy Becker,184,"617 Alexis Via Apt. 325
Sarahview, MH 61588",7655371387,Cheque,5,SunTrust Bank,8,740235.12,2022-05-16
Penthouse,6,Builder_20,20,Broker_23,23,Seller_698,698,Amy Henderson,56,"258 Guzman Meadow
New William, TX 03779",363-603-0435,Cheque,5,Bank of America,1,717407.31,2021-11-24
Duplex,5,Builder_11,11,Broker_16,16,Seller_822,822,Morgan Castillo,118,"42018 Wall Road
Lake Amy, WY 66721",9433266838,Credit Card,1,Chase Bank,2,759666.58,2024-05-24
Apartment,1,Builder_17,17,Broker_14,14,Seller_193,193,Emily Moore,171,"PSC 8967, Box 2043
APO AA 36161",515-719-7835x078,Apple Pay,9,SunTrust Bank,8,844368.78,2023-07-01
Cottage,7,Builder_8,8,Broker_10,10,Seller_898,898,Anna Baldwin,95,"9390 Fitzpatrick Bypass
Port Christopher, GA 06573",813-826-3757,Bank Transfer,4,Ally Bank,10,695149.17,2021-09-09
Villa,4,Builder_20,20,Broker_28,28,Seller_382,382,Ryan Miller,50,"USNS Robles
FPO AP 90667",+1-441-594-8173,Gift Card,10,Bank of America,1,444134.64,2020-07-11
Apartment,1,Builder_18,18,Broker_19,19,Seller_222,222,Christina Jackson,60,"5577 Garcia Squares Suite 165
South Sarafurt, AL 85174",001-772-513-8928x695,Debit Card,2,Wells Fargo,3,598880.97,2022-06-10
Mansion,8,Builder_5,5,Broker_23,23,Seller_803,803,Alexandra Walker,96,"34439 Johnson Pike Apt. 547
Millertown, MP 33981",+1-701-601-2171x3355,PayPal,7,Capital One,9,851063.1,2021-11-01
Cottage,7,Builder_15,15,Broker_7,7,Seller_419,419,Peter Wagner,4,"66024 Schaefer Stream
New Jennifer, MA 57680",+1-299-948-3106x4946,Cryptocurrency,6,Capital One,9,444388.46,2021-03-18
Penthouse,6,Builder_5,5,Broker_20,20,Seller_459,459,Dana Carr,127,"92816 Nelson Loop Apt. 407
Mikehaven, MP 70838",+1-605-345-3854x1217,Cash,3,Capital One,9,508767.49,2022-04-03
Studio,10,Builder_15,15,Broker_13,13,Seller_588,588,Michael Jacobson,65,"7768 Rodriguez Canyon Apt. 301
Port Jessefort, WY 35444",001-470-338-6649x423,Bank Transfer,4,Capital One,9,542339.29,2021-01-30
Villa,4,Builder_17,17,Broker_17,17,Seller_837,837,Louis Jones,151,"60177 Kane Radial Apt. 700
Lake Mark, MN 51499",8512538828,Cheque,5,Citibank,5,652597.06,2021-07-30
Single Family Home,3,Builder_3,3,Broker_28,28,Seller_990,990,Kelly Robertson,144,"301 Shelton Station
Lake Samantha, SC 25893",853-286-3680,Gift Card,10,Ally Bank,10,292449.99,2020-08-01
Single Family Home,3,Builder_2,2,Broker_26,26,Seller_613,613,Ryan Miller,50,"1453 Scott Stream Suite 209
North Scott, MT 57923",461-693-1400x6886,Gift Card,10,Wells Fargo,3,723392.99,2022-08-31
Villa,4,Builder_10,10,Broker_19,19,Seller_770,770,Gregory Roberts,39,"4838 Huerta Parkway Apt. 258
East Alexis, PA 80271",793.450.8064x94699,Cash,3,TD Bank,7,270023.87,2021-05-19
Duplex,5,Builder_6,6,Broker_26,26,Seller_254,254,James Dodson,163,"82834 Chavez Alley Apt. 702
Hodgefort, GU 61919",2193367452,Gift Card,10,US Bank,4,976029.47,2022-03-26
Single Family Home,3,Builder_14,14,Broker_10,10,Seller_375,375,Debbie Butler,66,"33437 Mark Key
East Melissahaven, MA 46225",+1-709-543-5701x0268,PayPal,7,PNC Bank,6,898014.45,2023-03-22
Townhouse,2,Builder_15,15,Broker_15,15,Seller_967,967,Steven Pitts,189,"2787 Petersen Mountain Apt. 210
New Amberhaven, MN 03082",823.995.3562x3619,Cheque,5,PNC Bank,6,854152.62,2020-05-29
Cottage,7,Builder_6,6,Broker_6,6,Seller_862,862,Adam Ramirez,6,"57506 Boyd Harbors
Martinton, IN 42531",3534809354,Google Pay,8,Capital One,9,831158.58,2023-05-17
Studio,10,Builder_18,18,Broker_15,15,Seller_821,821,Elizabeth Rowe,142,"3123 Coleman Pines
Lake Amy, RI 62065",+1-746-444-5092x67207,Google Pay,8,US Bank,4,767817.46,2022-03-31
Penthouse,6,Builder_2,2,Broker_6,6,Seller_174,174,Amy Becker,184,"30588 Amy Gateway Suite 210
North Jorge, MS 52226",001-434-699-3724,Apple Pay,9,Ally Bank,10,693398.28,2022-09-09
Mansion,8,Builder_11,11,Broker_16,16,Seller_65,65,Thomas Castaneda,182,"76632 Miller Turnpike Apt. 773
North Martin, MI 70867",001-963-839-6721x59558,Cryptocurrency,6,Bank of America,1,608384.9,2023-05-13
Single Family Home,3,Builder_19,19,Broker_27,27,Seller_807,807,Jonathan Moore,44,"5927 Sara Heights
North Jeffrey, HI 42897",5955354285,Gift Card,10,Ally Bank,10,903367.65,2023-08-25
Townhouse,2,Builder_4,4,Broker_20,20,Seller_49,49,Steven Myers,35,"73430 Braun Course
Robinsonton, AR 50189",395.954.3581x880,Cheque,5,Capital One,9,914479.79,2022-08-11
Duplex,5,Builder_15,15,Broker_30,30,Seller_317,317,Tina Miles,70,"5476 Blake Flat Apt. 946
Longburgh, MI 94316",001-611-571-2615x6440,Bank Transfer,4,Bank of America,1,667480.74,2021-03-10
Single Family Home,3,Builder_1,1,Broker_21,21,Seller_690,690,Anna Baldwin,95,"4071 Sara Estate
North Donna, DE 79637",(471)498-5144x697,Cryptocurrency,6,TD Bank,7,473968.71,2024-06-18
Apartment,1,Builder_1,1,Broker_23,23,Seller_386,386,Samuel James,141,"70679 Kramer Crest
Lake Dawnland, IN 06636",722-991-0419,Cheque,5,Citibank,5,498799.43,2022-06-05
Mansion,8,Builder_17,17,Broker_17,17,Seller_273,273,Richard Chapman,61,"USNS Cox
FPO AE 30028",001-671-515-9622x094,PayPal,7,TD Bank,7,601710.82,2022-11-22
Mansion,8,Builder_11,11,Broker_18,18,Seller_122,122,David Poole,112,"317 Scott Manors Apt. 571
Kathrynborough, UT 11204",(398)464-0743x143,Google Pay,8,TD Bank,7,642029.9,2021-12-13
Duplex,5,Builder_11,11,Broker_20,20,Seller_529,529,Cindy Burton,149,"6019 Joshua Rue
Marymouth, GU 11245",001-328-602-6425x44967,Apple Pay,9,SunTrust Bank,8,275145.61,2020-03-31
Townhouse,2,Builder_20,20,Broker_12,12,Seller_405,405,Matthew Reed,102,"23583 Hernandez Passage
Paulchester, VA 86597",001-527-719-1823x57997,Apple Pay,9,Bank of America,1,878248.95,2024-08-10
Cottage,7,Builder_11,11,Broker_1,1,Seller_402,402,Cynthia Turner,109,"00895 Paul Trail
Moorestad, MO 59857",+1-229-768-1902x01630,Bank Transfer,4,Ally Bank,10,620604.42,2024-09-14
Mansion,8,Builder_8,8,Broker_18,18,Seller_410,410,Zachary Collins,85,"776 Joseph Stream Apt. 979
South Elizabeth, ND 15551",+1-725-483-0778,Apple Pay,9,Citibank,5,908766.62,2022-06-02
Bungalow,9,Builder_17,17,Broker_8,8,Seller_76,76,Amanda Wilson,73,"7246 Morris Glen
West Ianborough, WY 10695",+1-686-416-0810x093,Google Pay,8,SunTrust Bank,8,222993.66,2021-06-30
Apartment,1,Builder_18,18,Broker_1,1,Seller_944,944,James Moore,8,"4051 Morgan Village
Yangfurt, PR 64944",(497)472-2618,Gift Card,10,Wells Fargo,3,885148.52,2021-07-05
Villa,4,Builder_9,9,Broker_4,4,Seller_746,746,Jody Carlson,42,"6138 Jeremy Walk
Debbiehaven, ND 95021",(517)227-1718x17858,Bank Transfer,4,Ally Bank,10,501401.0,2021-01-21
Duplex,5,Builder_17,17,Broker_17,17,Seller_292,292,Bradley Schneider,138,"554 Eric Lake Apt. 823
Stephaniebury, SD 23257",3607130615,PayPal,7,Citibank,5,514130.51,2022-04-03
Studio,10,Builder_12,12,Broker_8,8,Seller_618,618,Jesse Todd,46,"21412 Amy Crossing
East Andreton, UT 37270",565.838.6737,PayPal,7,Chase Bank,2,610176.81,2023-08-04
Bungalow,9,Builder_6,6,Broker_12,12,Seller_998,998,Steven Myers,35,"6602 Swanson Mountains
Kristinatown, RI 78668",+1-203-776-5167x167,Cheque,5,US Bank,4,820891.63,2020-12-23
Villa,4,Builder_1,1,Broker_17,17,Seller_818,818,Nathan Wiley,167,"0727 Andrew Hill
New Jacobfort, AR 16104",261.234.4276x11226,Cash,3,Ally Bank,10,516071.33,2024-05-03
Mansion,8,Builder_14,14,Broker_3,3,Seller_652,652,Jonathan Simmons,36,"312 Ward Mission
Jeffreyfort, ID 61155",(646)533-0127,Bank Transfer,4,Ally Bank,10,524741.57,2020-02-14
Single Family Home,3,Builder_5,5,Broker_5,5,Seller_73,73,Susan Wang,34,"3649 Edwards Fork
New Jeffery, PA 97382",982.491.1117x64959,Google Pay,8,Chase Bank,2,877419.79,2021-06-09
Single Family Home,3,Builder_17,17,Broker_12,12,Seller_758,758,Curtis Brown,94,"115 Michael Fields Suite 724
South Sara, NJ 25916",9872955417,PayPal,7,US Bank,4,258491.3,2020-04-30
Penthouse,6,Builder_13,13,Broker_28,28,Seller_579,579,Shelley Thompson,29,"9252 Howard Run
Ramirezton, WI 51830",4312262197,Apple Pay,9,US Bank,4,676885.12,2021-08-31
Mansion,8,Builder_3,3,Broker_11,11,Seller_552,552,Ryan Banks,135,"062 Duncan Court
Krystalville, MH 45208",598-255-9057,Gift Card,10,PNC Bank,6,654862.06,2024-03-21
Cottage,7,Builder_18,18,Broker_19,19,Seller_428,428,David Russell,14,"33721 Stout Trafficway Suite 775
Robertport, OR 17722",708.954.9916,Apple Pay,9,SunTrust Bank,8,404798.53,2024-06-22
Bungalow,9,Builder_12,12,Broker_19,19,Seller_339,339,Gary Hutchinson,198,"5280 Howard Run
Jeffreymouth, MN 60418",(657)237-4940,Bank Transfer,4,US Bank,4,592475.25,2020-12-05
Single Family Home,3,Builder_5,5,Broker_1,1,Seller_756,756,Carol George,146,"1394 Cheryl Crossroad
New Garrettborough, WV 67370",2924658353,Google Pay,8,Bank of America,1,512484.89,2022-09-01
Duplex,5,Builder_10,10,Broker_22,22,Seller_294,294,Justin Case,108,"826 Calderon Prairie
Kingborough, ID 25439",718.625.8924x46399,Google Pay,8,Capital One,9,665278.14,2020-04-21
Penthouse,6,Builder_14,14,Broker_22,22,Seller_859,859,Linda Dunn,15,"54691 Diana Fords
Jacobmouth, CT 09126",616-416-4859x135,Cheque,5,TD Bank,7,655740.74,2020-01-03
Penthouse,6,Builder_1,1,Broker_23,23,Seller_340,340,Jason Williams,154,"8719 Danny Drive Suite 015
South Lisa, NC 99806",001-904-951-0719,Cryptocurrency,6,Capital One,9,514238.46,2020-12-31
Mansion,8,Builder_1,1,Broker_5,5,Seller_495,495,Gloria Tyler,153,"389 Leblanc Pine Suite 317
Lake Derekshire, MN 27915",230.869.1696,Cash,3,Wells Fargo,3,588258.35,2024-03-06
Duplex,5,Builder_8,8,Broker_17,17,Seller_416,416,Kristina Madden,55,"212 Garcia Dale Apt. 766
South Alexis, IL 86299",001-827-934-3094x91903,Credit Card,1,US Bank,4,539685.44,2022-01-29
Cottage,7,Builder_19,19,Broker_24,24,Seller_85,85,Shelby Jackson,120,"02108 Martha Village Apt. 995
Zacharymouth, WI 44666",7364331310,Bank Transfer,4,TD Bank,7,625256.95,2021-08-26
Penthouse,6,Builder_4,4,Broker_23,23,Seller_279,279,Todd Young,10,"688 Griffith Trafficway Apt. 245
New Dorisville, HI 59430",303.351.3578,Credit Card,1,Ally Bank,10,419789.91,2023-01-13
Bungalow,9,Builder_7,7,Broker_20,20,Seller_715,715,Jennifer Watson,93,"06232 Guzman Drive
Tracihaven, SC 66547",990.561.1466x86566,Cheque,5,Wells Fargo,3,298196.26,2024-02-18
Mansion,8,Builder_9,9,Broker_12,12,Seller_473,473,Cindy Burton,149,"245 Kimberly Knoll Suite 795
Richchester, NM 60149",920-328-5010,Cash,3,Bank of America,1,570583.78,2021-12-27
Penthouse,6,Builder_15,15,Broker_7,7,Seller_546,546,Jonathan Simmons,36,"22657 Ramirez Meadows
Stevenhaven, TN 51156",+1-230-228-2016,Apple Pay,9,Ally Bank,10,807238.15,2023-03-29
Duplex,5,Builder_7,7,Broker_23,23,Seller_926,926,Jeanne Fisher,106,"423 Lin Track Apt. 795
New Gail, HI 33426",498-864-5888x089,Apple Pay,9,PNC Bank,6,944626.06,2023-02-02
Mansion,8,Builder_2,2,Broker_21,21,Seller_134,134,Debbie Ward,101,"028 Jennifer Islands
Patriciaside, IL 82634",001-526-632-8636x829,Bank Transfer,4,PNC Bank,6,406979.88,2024-02-20
Single Family Home,3,Builder_16,16,Broker_9,9,Seller_797,797,James Moore,8,"USS Chambers
FPO AP 17601",001-376-711-8693x14469,Credit Card,1,Ally Bank,10,376913.43,2022-07-11
